"simphe_mean0_hSquare0.7_cv0.1_QTN1000_A100_D0_AA0_AD0_DA0_DD0_epoch1651079123","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A75_D25_AA0_AD0_DA0_DD0_epoch1651082360","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A50_D50_AA0_AD0_DA0_DD0_epoch1651086000","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A25_D75_AA0_AD0_DA0_DD0_epoch1651090574","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A0_D100_AA0_AD0_DA0_DD0_epoch1651090574","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A33_D33_AA34_AD0_DA0_DD0_epoch1651093758","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A33_D33_AA0_AD34_DA0_DD0_epoch1651093758","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A33_D33_AA0_AD0_DA0_DD34_epoch1651141113","simphe_mean0_hSquare0.7_cv0.1_QTN1000_A33_D33_AA11.3_AD11.3_DA0_DD11.3_epoch1651142778"
-1958.02694728516,2439.43302927976,-1162.17842606266,-2804.30193847704,-1020.07994568303,438.584299943763,-1493.82484352737,182.891447275521,1494.57865913715
2758.07908528342,2338.12000728031,751.061538439729,-1186.46092379925,383.910764686004,268.853799802329,-463.949292947329,1252.07548963108,-1394.26884176161
-2105.68061586597,4534.15598371211,-1312.64335179869,-2028.94064268936,-3233.01346338513,32.8991682534813,-8.95982705464405,294.54792811343,-32.5087038972606
-782.958951408378,5888.78810591495,-1922.36375118017,-1410.03281780491,-2230.19618029205,-1385.92068171619,-745.238772989837,1244.18274046659,13.8470326297454
-2062.2194662651,1925.87725508705,3180.03665387393,-304.862787686206,-466.828944674365,1398.29003522595,221.064339009793,-208.235808710182,-1868.90559069664
-1376.39212910148,2198.68213356155,-2780.83207627442,-458.0398182648,-2378.65675870651,215.207382605283,-1032.91890741034,295.471035869331,523.484091343216
-2256.70812623942,973.394896874222,-1105.08942327167,-593.025490103766,1063.02180187166,1647.47498366159,-324.169098585458,-571.415446701355,659.192621244696
-546.629222122556,6316.20118623544,1620.94361314031,167.276349118996,-2375.94002467069,1515.85428189387,-1163.46696460014,615.126558619255,78.6690505689163
17.8442563608091,903.941899513056,-2498.85689191115,-1494.5850279691,2618.17313203799,1211.26631660774,-3517.21114160005,914.517446114145,78.0001755273536
2345.41377571068,3495.59117473835,2081.64167414022,-2809.19612906143,-1043.54123000571,932.436503426504,-1227.19328986796,1267.17635594767,-1052.94710300478
-5040.29165251282,4550.33617070769,100.057589545251,-385.155409762853,-1684.15422481796,3443.13949041426,339.885571136912,19.2837002758832,-1555.38003988065
-700.467829793386,548.45875586687,124.076181851476,-74.3705606335185,-646.736630721309,-213.961894696565,-688.80804029367,863.11822992542,-842.009127237902
-3613.80014597763,4560.62170530361,-1697.62064805035,840.8792842064,-2573.89893682763,3586.00775730504,-556.926196457255,-29.9720919459424,1265.27319760779
-44.5894714254703,1181.47204543227,1803.16482522085,-2225.92449801866,-669.365058701181,1568.31374437678,-2027.44107301214,-77.5407223303138,923.231468940528
1868.30582456978,6522.09293167868,-1525.52413384776,-1800.21027441054,-1034.49654257888,428.074521910748,-1551.36228572627,477.841376836589,21.8015128257246
-654.475375546388,1110.30542723191,1941.56688902569,-661.911274400647,454.255940604211,1997.43011103569,-909.390434513624,-11.8684589488038,2181.98619112963
-2378.70274047494,5530.34606580562,799.429555685655,-3014.0646666974,1566.52798925385,842.088507987698,-1590.9702471755,1096.38436844576,2046.17014107691
2818.47835713965,2204.84895764343,3205.63749993034,-672.981340436692,24.7282755663163,1115.37338783198,-1184.59872331653,-1599.10860438903,-5.90427388381752
-2839.65991959697,3246.04688191611,2262.31144069065,-658.777697190623,-1950.59015820926,-229.207050670477,57.6651451057503,1164.47733962576,-426.97275222001
-1104.84747723266,3991.15755438582,-1718.8022848729,-1398.31410115856,-2388.69688159632,2308.87510735941,-469.046257815846,173.609126420629,359.969210859982
-4063.60885489896,119.694182310069,-262.627135126552,-1160.72571656472,2577.11252658428,359.582126940566,-67.0958499783817,46.7648314022529,382.137325572151
172.602003269285,258.578565378749,396.05253439635,1549.69155216449,919.757147205684,699.516745191789,-1950.4175027318,1773.42216415514,390.382417885789
-3108.0334736831,1918.69447309378,64.1453663689311,-1609.04269718442,-650.076253337286,1676.77613835204,-466.665976056701,1701.16957730378,-1653.70765691141
-1883.0489085819,1684.53937637134,-290.891311488737,-1465.13320254892,1066.2162964354,2352.49568230455,-1414.8203984982,870.166946137688,1198.82817381643
177.261559074587,3077.56970314894,2423.5668759206,99.1882068302621,-2823.63390535479,951.674287210623,-3045.57721977467,-140.377145160399,-770.798924221569
-3750.01448473451,339.141073519546,-127.487659076224,1477.39394890132,-2647.07753722256,3392.5310746493,-1984.51605317045,1212.55190752804,-161.540708393296
-2077.31731351917,3711.77427409432,95.8464741230524,-572.734366261754,-1137.37644577075,272.063114040718,147.330602793032,-482.029321626634,267.652438457143
-777.193049490637,-17.4240961617531,-1569.89929951767,-1697.58164371688,1120.98661361737,-281.249452948126,-1448.65149970288,2290.84246270318,-51.2028698332814
-44.2129566780286,2147.22939150894,-0.489386589704083,381.457492622472,-3488.88135103625,2134.54762676696,1984.4383387059,585.613893627073,-298.995137043827
-2440.70770915692,3030.23820968396,573.835170963265,1533.65893212925,1064.97091503693,1697.76935456326,-408.752786932009,-185.059385399672,1031.67194913737
-3980.56710196056,3989.02273197355,456.538221650629,1500.31667237173,-576.070427955226,2930.16042567775,-357.876600134375,1844.53877888542,251.685171831561
-2158.78558170672,3989.51604655637,-2400.67067078517,-955.471015383523,209.960441941649,-1286.39462430207,-951.277327344015,-515.064169545723,-375.496323779983
-1441.26109079314,1533.61362106955,1772.41963423221,-4323.12373719943,-2206.11179646168,2528.72146025698,-1275.75885839728,3561.81447291777,-280.307135934719
1450.23866082519,5964.0773466648,745.781648078,-1107.14609949605,11.4620008088532,2337.83274000607,-1724.13178135092,-600.654349879374,-488.338161211993
677.504359094776,-1097.79060131328,487.194529761887,432.303948020316,125.866604229613,730.662210948151,-1044.54603765885,1745.79395298121,-174.480486991151
915.657074520253,3677.38769204246,-9.80199360547897,-1361.20524188185,2679.72304426421,173.880412255882,-839.762929823405,-183.213845231512,1697.41999989672
597.583276468931,1811.38002149718,139.970906070391,413.221267934575,-849.750795919947,1907.19878222379,-1635.31459013402,128.413221202351,307.809530692497
-2815.18746400887,229.110061886066,1245.77761854982,477.228481291075,836.512128472795,90.0900745857254,-520.477416890295,25.6582695298699,-178.431103959031
-4080.60618026606,-747.750035853374,-2484.82591624859,2152.25185236337,-2046.87271751799,1407.87194106764,-1849.85118305022,-795.538613013915,-1812.47602242212
-4055.41881291739,1422.5777066455,-649.830371070731,-401.754590656124,812.511061442164,-294.253317617816,-799.838417464782,1329.56610488816,779.592793549567
405.242618228521,4902.34374650569,-331.038635936989,-2157.03484815131,132.645827852583,1802.4540078738,-1416.22170425287,914.743844285889,242.737870468387
1865.21874810254,6017.35272396236,776.225602585372,1182.89190056094,-1033.00991162049,1750.99491574335,374.790555556071,-750.204852630715,-333.092105982293
-1976.93608905761,2780.12868383782,510.113805945818,-336.041603124116,821.917113798902,3144.4613775446,-751.67926262421,986.956386858189,-1713.03527909372
-1745.60656182472,2718.46296343471,1404.69718117766,408.063372654241,41.729715626417,1620.92600726274,210.651402183699,923.571214486774,853.028286306679
-3621.99845522212,5033.65000700692,-211.412119519861,1401.5590880547,1197.68621426135,1498.48209282515,-1325.21548645474,180.432473923024,7.44824746807672
-4081.47491300372,2133.69808360985,-170.795097533032,-487.311621149606,-1130.07045955,789.550932704134,-30.7570101470612,619.877994935664,392.312275610272
-773.436475166052,3261.76004275228,1233.21698841466,2862.22622226029,416.064635548164,1915.44032274418,-286.615427936811,2134.65095013314,-451.043858814236
2310.26593335606,4450.16400709263,-1605.10363027962,-650.672559867737,1337.721259902,613.771401794103,-913.56042822792,1276.44382145064,-844.583713018922
-3082.76964827253,2182.93790609231,559.254591445543,-1286.41247747474,2245.63132132,1635.45864163536,-103.324268694319,944.266956039181,5.55621734228191
317.941558879167,2868.12126140803,-702.350528054908,-385.539293945641,-1218.50802442376,2370.5646717296,-564.686130265271,2549.16308091937,-1344.92662004366
-3485.60629142106,2844.92801964849,-2473.91027924272,1226.69587781375,-1175.26590096031,2685.92432922618,216.728519884902,1922.51504022374,-771.743727804107
-3409.3188897441,3125.0740521995,174.991340910525,3694.07216221587,-1327.9215784394,991.855986394971,975.179096822392,2144.3770726309,852.401751454776
-1601.42208320024,2350.67565223226,2804.31516689558,1161.83829576689,-1153.15242400484,1734.045942798,-1489.01376300986,1609.02466868624,-682.397171317594
-4924.08396429436,2058.99934840567,-146.742106637342,-277.265934791157,3264.22114136635,2039.87310724901,-839.918059530046,2468.57936716769,-64.1932348382193
-2893.9761659066,714.715451427198,656.237115799624,698.747111262525,836.502397344935,2338.38226906424,-56.6686503532941,219.149495827865,568.559417245521
-5902.09942287366,3144.02977931918,468.289391013712,-2031.02758971855,2412.77345379304,2062.67652043455,-2907.17505911992,1283.33947542516,1382.59121201492
-6674.35233534997,3304.16095347778,-390.640616117264,82.6832136826636,-1072.68515342057,2701.1227659683,201.950046684455,968.496642223878,-480.661573884199
-1772.17531205518,4024.48192861131,-1513.01513093418,-2769.47123290362,-1388.94839160466,345.619500316975,-668.043229871131,23.9864792244839,-977.413225307093
306.234114464735,2099.6470256677,-949.199626745325,-1621.17331714411,-3277.27719377655,-715.909710546891,-20.380138742848,1223.58568787029,156.734157672151
-3147.0951094322,3152.55779052832,556.472247728955,747.52529502821,3512.53168649741,-365.663226032195,-912.839837284388,1226.08811240328,-834.862164877054
-1089.40550278454,2900.45989433299,-123.276140477842,725.696433606053,894.702021771282,626.227329343203,-700.910380801218,466.01398419565,518.320097944962
-5461.39075587249,2716.36619227188,1444.05050539702,774.592145227194,-19.9661941699175,2715.29903053759,-468.072253079944,1955.20648486383,352.582958014919
-1926.68752455868,1087.55110654219,-566.286183191596,-66.3962656492373,3348.21248980314,1876.21605125871,-1809.95202412782,-300.818067866334,1126.17583657034
-4474.55658597404,-367.028430906428,-1790.58783045064,363.134244408851,1435.39099397693,2015.86205847683,-848.385618495913,573.011367665061,752.490417686528
-4917.91797630318,5254.60317917095,-1377.23999654378,-62.1391378516484,-1098.3759894217,2995.43836339076,-1823.3795931455,-130.222159071475,-627.822618557673
-8762.12198856128,3009.54795191907,-608.874374031578,128.360094885907,2496.14533789857,922.073727081882,535.740260280534,-972.561909571715,-154.75817046164
-2086.53377032737,3269.77423003019,1921.8294823512,-2786.95694522734,-903.251602564983,-859.625145898615,-1291.05543399467,1513.47773215502,-305.605721875827
-5016.29819595744,601.583799348953,1866.60957989645,887.646270128411,1850.34036353464,249.54373101037,-45.7590147162882,2009.29765160073,-1094.54185151812
-6490.46132367799,940.2678053637,-554.095946870781,838.721245232291,3563.06965405865,3289.38487393213,1196.99874133176,-132.219277707053,-44.4039351646272
-5200.35206767422,6426.67113777822,2833.90871854812,970.218218946568,-57.7040006185529,751.756649973899,95.1701655384199,-339.000782037621,1226.54424602928
-275.202106096389,1290.61805228203,566.039885607182,-1259.75454121235,12.8406386903857,918.922737234347,-1849.18041426835,986.156033781682,956.428447507962
-3595.92378427748,-138.96599174837,1243.68477808646,70.3132246223929,-333.067732682672,1189.08573588871,-1778.37356330166,665.548719750269,-573.616849709644
76.3554101084395,395.51649482352,1742.31196027497,-1733.28949022532,-193.343022860695,2415.38282561481,-603.921248224748,1794.61650059422,920.261976191413
-3886.33832842979,4109.59417858095,-177.16547298995,142.258148068773,-912.080537932579,298.199061185246,-415.075946660427,-1002.77076341692,-31.5331374274643
-3004.4008126659,3897.97284582465,-1230.62902803494,-1136.28625017869,-4875.19715829813,1227.79374881166,343.41951344334,-963.621947980076,1468.46664219698
-416.73610646257,726.14247785204,34.0305655762235,446.899964980755,689.105629341069,992.035809574722,-1464.49913455495,913.244254750937,1085.75410923888
1002.68888514612,4590.24904875432,302.938072307052,1794.74532535462,-2033.45101434334,782.50085223546,-1702.09167163407,-424.92591959824,988.845189357899
-15.6301833874329,1701.6678650514,-1225.4913278042,-1887.70150633446,-2031.36316639594,3313.7362226813,-2360.3998088234,1635.3841433742,-99.6014867435525
-4679.686431475,2017.45114535637,-2133.56789108383,-1280.73308120087,47.4574731867801,1073.79124127642,-457.675011887157,205.122469943518,-2088.6665430974
-652.783635220299,4153.24618352245,-2027.42535968063,-1162.83346060801,-947.809508986889,382.539741201416,-1568.75504111873,117.83374373998,318.201051097848
-4335.30239777153,2031.96485800888,820.900129831594,638.985690274198,1247.75781253778,2096.48004752954,-1515.33871991907,451.132676427441,-74.0013195853408
2723.17876027595,-30.8370068808883,78.7857460147799,-47.7423750409178,-3291.91566566357,802.713311199909,-1083.42036653241,503.589669587527,615.397885463989
-2801.22298531851,1266.23246685371,-2149.17848555581,-842.066420903857,311.823535645053,360.04952777025,-290.318502406843,-888.886684242567,-107.846314240987
-897.187389546847,1822.41351108063,924.227954315828,416.717573995203,722.737903679078,496.495545603722,-425.554641788477,878.640095378048,449.522107766798
-389.894418612754,1428.03363738032,984.222906240108,3527.15803888109,-1795.83930238807,2600.43362025379,-527.25498808784,1399.76712550343,1236.37583808982
-4597.34238731311,3307.88142684789,-2429.61060278617,-2161.54392739566,-951.480520764674,-572.679976039714,-509.439775060787,-539.626425127455,-689.279820352327
-5120.54581258125,3518.07443062165,-1344.81910781555,-696.11359016911,-2312.0203154563,119.845480487306,-164.754717595913,-285.185841360954,794.607584242264
-2994.50040947082,3535.02171315099,-1078.96513726153,-2549.40959067782,1050.62695615589,1672.50295525499,-661.735923040433,684.445820936497,-502.343680801245
-1849.39693498894,2106.84416245888,447.640324811704,-598.501463572522,-458.328171749925,2120.95294171924,529.560263996025,-531.50319715197,1746.75262439269
462.464624428986,4870.63611522125,1814.78953604714,-1130.51023639697,-3235.32578029839,638.861725335797,-595.607072843778,-932.379957967836,34.4974962836446
-996.370734985122,1838.41161085093,-2019.79677872943,-1873.6564815317,-2783.28392405959,1760.91521642043,-339.051410878982,121.334615797346,-120.509255801028
-1364.8455307036,6326.30959389137,-1895.37905762373,-597.981223976001,888.065881967801,410.669723068921,-1283.33717816467,1131.58494395895,1099.36337187927
-3320.05576104055,-235.751695085576,-902.874722538164,93.6873053431269,-875.401320931149,-725.547599573027,19.7564992051628,-732.543537075427,1156.88699696258
-3900.47170519621,2398.87807616288,-772.940572727025,177.768622201164,-782.361704937885,1507.65818703578,-132.120086670331,100.194026719184,2075.00387335922
-1781.43874479617,2605.67497751586,-227.586457050059,-1515.61628169318,-2494.05939266026,1206.06479937691,120.265433922616,629.203790515006,-1148.99310022374
-4262.32726467932,3927.72185209184,-3021.98878525292,-1708.63591348818,-2630.19340572761,2084.12893959327,-374.02320994613,1628.10791047166,-903.719822635387
-720.970819477661,2409.2493565842,482.647412677271,-1681.50485056067,-1872.93035595238,1440.04922370127,-759.181506870832,-262.100543812272,-1172.28318106295
-6061.9167730147,-415.237589527552,-833.456248159946,-2809.21660333177,-5258.99135108034,895.211018710476,-945.559336478515,-230.826160971166,775.482543071644
-4025.56786562312,1895.29217615699,-792.86975535329,-2162.89678206245,-370.106644463571,1593.01018427658,563.143344147203,203.602182778032,672.172074318621
1616.27451114271,4746.55081128143,889.465255715945,-352.998473542419,-2595.19797494584,236.070982906434,-1274.6484421686,315.795265614636,668.370224947334
-1854.66521454244,2414.97324691303,-866.057790321818,-1272.45527332529,186.872396154451,1412.88875788396,764.960165786971,801.795193299089,398.897016979191
-1695.3878035716,1141.06455194643,522.953759171183,344.080582741689,23.3535104974096,2108.60345591068,1399.29930740573,-1171.08738073626,-641.577993714476
-863.792561325832,3624.91376315359,-321.713853178832,-1568.269881227,-448.657833502944,-479.233961954898,-1152.87474360999,-1122.40258241434,-171.714723499326
-764.094268831179,3273.32214001807,-798.399793839413,1881.30896311573,2867.86321243484,1355.36743151862,-429.190704620383,228.604705532999,158.18853800022
-3656.581000491,208.626027571377,-1333.25284625846,-1394.11334596988,1522.15507684737,2436.3626923533,-1188.70126665858,-27.2967838823602,-1348.84279831091
-4216.32598430403,2854.92540557905,-623.213767776338,-3149.78753904706,1138.35390575254,111.487843162585,-1595.59132813791,518.579773931409,292.897451573096
3203.85787870175,4498.34687251653,238.713668229375,-897.005836219049,-3005.98501133816,1248.74738404283,-346.528806976962,-6.79952694759157,-19.2476134907193
-3139.69491312644,-2383.7741873942,-1571.44292450463,-518.764273702116,-310.540020484692,-141.591479368297,-412.123439754342,187.387268194846,-519.17885980414
568.22502609564,-1882.09783782096,1139.40101299187,380.167556088741,1486.2187263999,2686.46017003068,-2421.52037248268,-158.642676808088,148.557664476579
2442.36343715557,5573.12141676726,-101.910047856258,-1187.28071188195,1925.75940593265,2008.67750314987,98.3460650527283,68.3628231912321,-321.114053775697
245.298992089318,3170.53182379633,349.254058557391,1304.09570450227,-1251.88428078054,461.89251384165,-2744.32839719286,2575.71685210597,368.802375239838
-1839.29315547859,2660.50332095274,-1586.69315004881,-589.771779882858,-1453.38276481197,2257.90352961684,-1318.67011804052,386.20240689267,546.306137845584
-4378.88201827535,-2789.30752395044,121.476283769026,-46.1726550389021,648.217273033463,1685.69664330154,-426.432766568538,1288.68226894927,800.582614713351
-2998.69395298114,848.471706510445,855.682084303803,3018.88414548626,-1051.3881168466,-665.452605569169,-1627.74284892226,-98.8158995674252,1061.45177218937
-2576.04821118364,-1381.75345420014,662.132236820473,-937.267540495083,614.506362939925,780.502027955303,-821.248859391776,177.388025078649,-1342.87582260869
-1297.03845593871,5408.3886180515,-2638.98515110398,247.638287536016,-3803.33115417924,2182.21407214251,-1286.06686834861,1084.44079201566,-79.6207591319569
-5028.55444495487,1392.83801236374,194.585437260849,2692.87289956542,3991.11301706123,2469.89978790259,-1791.41888585787,2237.50833101989,1523.39401480446
1486.15528774587,4881.48452081643,698.283896817679,479.919819933228,-2868.25978339599,-467.639944672371,-3447.598667238,2085.05755171431,232.171994522989
-2275.67469875209,4350.38937237642,-360.769734683609,-669.33345578004,-2139.03469132374,-1174.88035622385,-2483.86146724337,420.071940696516,-219.073208945646
-2850.3958580272,365.299047194527,-1628.60430405628,1520.54837667918,-156.701312608512,2651.22958748645,-280.362474813557,406.027283083617,444.559546184242
-3164.46834207316,775.143926052339,174.139281379368,-60.9696835293556,-604.756547402348,1011.2704575499,-899.055808533459,1614.93789007337,330.630109873814
-379.392655441819,2124.69047354116,1080.08198571501,421.056869104042,-2228.07638427182,2236.49331306604,-1409.03990763453,-554.096179895189,234.806693604318
-901.881339265707,1273.60807829574,-2755.08792027255,-294.182359346938,181.935128446287,4352.77623513249,-691.361153999636,1308.47204806072,1882.74341405603
-1364.39228281475,2979.20491900429,-1063.33194458073,-789.431445113814,307.141839138569,2419.70788924484,-2003.7875525839,-235.169177482896,-264.555869507402
681.764350647069,-413.99756591384,-1874.52028819647,-3168.82982322602,-3596.49955346357,1354.53807240485,956.682794124655,946.94220758816,-433.540345914357
-3165.86121167323,835.033706532569,2068.81007426117,358.306700348315,70.4970380256236,2216.27189210729,-1691.55266033004,929.276377600165,-1482.68865696446
-3170.92072974604,1458.15728759239,491.452540525904,-1064.16666195824,2246.31201353098,3119.77411980095,-2966.65203387454,429.939887051393,2780.93658854795
-4893.74991326252,2048.16141336379,-1145.78684149073,735.730590829112,-2181.73112616848,2898.34774921848,-1080.84472864553,1261.41350783486,1706.14951864668
-4858.18681536812,-1428.30228934106,-985.731540421385,404.063012339151,-772.274638609735,2637.96523011678,-2608.74414589206,-1570.37263610495,1237.45362750876
-6641.03171061686,7228.26114685504,323.651909252874,660.97921115874,-529.123115080162,1668.01745379468,-135.368335048277,1604.45679442226,541.440081935081
473.118629551214,1670.42974854159,-2006.61797050749,-2096.2762701445,-1256.35645362093,2547.02769134711,-662.236404260796,2483.78727491303,-594.632481424737
449.955058656516,5078.939423529,934.865837855815,826.945523448951,1097.27077889106,870.923131646452,-2347.86635068947,-947.928265636057,870.460618371921
-2994.90361011599,1794.10976264742,-1294.44908756653,-2819.27157157452,-2826.16583202463,2172.09650626445,-897.255988341951,269.957263478731,2640.75956177844
2214.06385491712,-241.564674838107,892.242813652474,-2479.0104333251,-895.065747958041,1080.53938806455,-21.8718692654147,1668.72553435574,-599.573898208894
977.877915015766,1412.32714056685,1122.98236160817,2481.20060654106,-2476.23624999211,940.856883886225,-161.445070440949,309.394116318612,-220.647600213689
