"","simphe_mean0_hSquare0.7_cv0.1_QTN100_A10_D0_AA0_AD0_DA0_DD0_epoch1642079623","simphe_mean0_hSquare0.7_cv0.1_QTN100_A8_D2_AA0_AD0_DA0_DD0_epoch1642079623","simphe_mean0_hSquare0.7_cv0.1_QTN100_A6_D4_AA0_AD0_DA0_DD0_epoch1642079623","simphe_mean0_hSquare0.7_cv0.1_QTN100_A4_D6_AA0_AD0_DA0_DD0_epoch1642079623","simphe_mean0_hSquare0.7_cv0.1_QTN100_A2_D8_AA0_AD0_DA0_DD0_epoch1642079623","simphe_mean0_hSquare0.7_cv0.1_QTN100_A0_D10_AA0_AD0_DA0_DD0_epoch1642079623","simphe_mean0_hSquare0.7_cv0.1_QTN100_A10_D0_AA0_AD0_DA0_DD0_epoch1642079786","simphe_mean0_hSquare0.7_cv0.1_QTN100_A8_D2_AA0_AD0_DA0_DD0_epoch1642079786","simphe_mean0_hSquare0.7_cv0.1_QTN100_A6_D4_AA0_AD0_DA0_DD0_epoch1642079786","simphe_mean0_hSquare0.7_cv0.1_QTN100_A4_D6_AA0_AD0_DA0_DD0_epoch1642079786","simphe_mean0_hSquare0.7_cv0.1_QTN100_A2_D8_AA0_AD0_DA0_DD0_epoch1642079786","simphe_mean0_hSquare0.7_cv0.1_QTN100_A0_D10_AA0_AD0_DA0_DD0_epoch1642079786","simphe_mean0_hSquare0.7_cv0.1_QTN100_A10_D0_AA0_AD0_DA0_DD0_epoch1642081054","simphe_mean0_hSquare0.7_cv0.1_QTN100_A8_D2_AA0_AD0_DA0_DD0_epoch1642081054","simphe_mean0_hSquare0.7_cv0.1_QTN100_A6_D4_AA0_AD0_DA0_DD0_epoch1642081054","simphe_mean0_hSquare0.7_cv0.1_QTN100_A4_D6_AA0_AD0_DA0_DD0_epoch1642081054","simphe_mean0_hSquare0.7_cv0.1_QTN100_A2_D8_AA0_AD0_DA0_DD0_epoch1642081054","simphe_mean0_hSquare0.7_cv0.1_QTN100_A0_D10_AA0_AD0_DA0_DD0_epoch1642081054","simphe_mean0_hSquare0.7_cv0.1_QTN100_A10_D0_AA0_AD0_DA0_DD0_epoch1642081311","simphe_mean0_hSquare0.7_cv0.1_QTN100_A8_D2_AA0_AD0_DA0_DD0_epoch1642081311","simphe_mean0_hSquare0.7_cv0.1_QTN100_A6_D4_AA0_AD0_DA0_DD0_epoch1642081311","simphe_mean0_hSquare0.7_cv0.1_QTN100_A4_D6_AA0_AD0_DA0_DD0_epoch1642081311","simphe_mean0_hSquare0.7_cv0.1_QTN100_A2_D8_AA0_AD0_DA0_DD0_epoch1642081311","simphe_mean0_hSquare0.7_cv0.1_QTN100_A0_D10_AA0_AD0_DA0_DD0_epoch1642081311","simphe_mean0_hSquare0.7_cv0.1_QTN100_A10_D0_AA0_AD0_DA0_DD0_epoch1642081455","simphe_mean0_hSquare0.7_cv0.1_QTN100_A8_D2_AA0_AD0_DA0_DD0_epoch1642081455","simphe_mean0_hSquare0.7_cv0.1_QTN100_A6_D4_AA0_AD0_DA0_DD0_epoch1642081455","simphe_mean0_hSquare0.7_cv0.1_QTN100_A4_D6_AA0_AD0_DA0_DD0_epoch1642081455","simphe_mean0_hSquare0.7_cv0.1_QTN100_A2_D8_AA0_AD0_DA0_DD0_epoch1642081455","simphe_mean0_hSquare0.7_cv0.1_QTN100_A0_D10_AA0_AD0_DA0_DD0_epoch1642081455"
"sample_390",-92.8723201827386,86.6775712374147,31.6881365498455,-27.5762850225472,69.6728976665632,-0.480216931575164,30.9537750297118,9.22718935133761,37.819577041785,53.7425208876655,-0.371570161185559,-0.439175409791945,33.0139815439908,-71.9951886164361,-10.1870275315602,26.5749703909607,24.5815410435208,-40.5194854859095,49.1439113665973,186.0113615094,-26.5065642636487,21.5507904950617,53.2352253391219,-62.6560133521121,102.278652681426,35.3928439650797,-64.1722739987107,-14.8798512335839,-91.5304207061974,70.255503906528
"sample_622",-7.5201236639798,34.6076882417149,38.1639978063793,-47.4803741912345,-9.50263322860199,-46.158235558104,-10.2443284349662,-19.2633302286087,46.4070774638722,38.8739660618336,41.8740897000764,-16.2578187247455,78.0248434128669,-93.5618086460915,-72.9603234868561,-25.6189719252993,-171.024606968952,1.45672925703538,24.050391327448,62.7723974781277,-43.9784674653152,-15.3744791024725,-19.3368038888335,74.4828872317358,67.7043076596604,-75.4827755528339,-108.944778598545,26.2670763049049,14.6669101066587,21.9223207147619
"sample_458",104.538682038014,138.582339078172,0.19306574566781,-25.2054265926819,24.2911099975098,-20.1128603663826,-47.8419165391109,-57.9796708748757,16.8098504091462,29.8642940900869,-97.3516594000896,-71.7233008277691,16.6438907246315,-54.0745957629586,-63.7749695548486,25.9509225493218,-56.6217187105027,19.7138790033454,47.3847024402723,59.2965092388348,39.5507684652155,-1.6397549608576,-37.3572441072851,-72.0500142809199,-15.4559054372932,-55.9998284027083,-7.22520258483565,7.15172194645069,-25.7864568941264,-26.7366269312989
"sample_5",145.644551655227,-26.3414229636726,73.2456986491686,40.4492535221437,92.3890017433153,-12.8250445466934,68.6059845498817,-60.6366533720955,27.0850630842859,26.6045254834568,24.1148582102503,18.1194413048497,68.6332884544123,10.8917319338507,59.4876687175055,4.47449467422888,18.8855436436943,40.5712790586248,53.1704128557785,70.4948703002113,5.49197169832382,-6.60554378956842,15.7282461085507,73.963590293203,37.6401079113473,-48.3940599011582,30.4599608065001,-81.6598137634381,40.0857513193309,79.0990245172617
"sample_282",53.9972990417955,42.1064108196211,-32.9505812139868,21.7116356562876,29.4520535546137,-65.0251749567367,-73.7194438433364,87.2636486442523,-51.4984783109324,80.0513741302346,-6.86150316786036,12.9958597714248,115.205158769448,12.42106985897,64.9469742068372,-22.6532603370436,109.783263639341,-15.0785346565433,167.655267097888,138.189375031393,23.8019213143074,-130.848561937655,15.8691970723796,91.9171214404201,-94.5044852681312,6.23439015653587,2.90616787059192,-21.3871383875092,-93.3017862228275,-4.35455641052733
"sample_80",149.441381358939,57.0053660651314,50.9851540636197,43.170239542717,51.187728007913,-73.7497071359169,-47.7006365742505,61.4519916782886,14.3777741250485,137.554978840688,4.100828132567,-8.02551068989476,293.649166339956,6.58813176052,-75.4225624794893,37.3727521287993,91.892456869045,104.245052428379,121.763114275813,38.2207151824933,-1.01684946410976,2.8435658492627,22.2296971176819,35.1842500151943,92.0785582161081,24.7264897091738,24.6721408988763,48.1431775764404,-61.282853145548,54.7477598091024
"sample_984",149.527122969758,36.1200543407273,24.5618055206096,-19.2262911015695,114.366367274061,-85.3767307502353,136.225805081002,68.5321542199111,90.348336342256,20.7606162603844,-17.1979963280894,-66.0960039332825,104.221721456725,-119.335690352219,32.9378811747243,12.433880251005,15.9347255067969,-104.361377993889,109.002033507016,-48.1752787691705,-92.684626255301,-53.5930146490516,125.676476051207,113.632165493591,-30.7503239481551,-90.9255501008769,52.4259479654175,-61.0255094790869,43.6181607049732,31.0971179784294
"sample_678",22.2340556310147,92.7840254521375,47.3054374349675,34.6674123461495,-29.1034584453435,89.1129470277404,73.2457382833315,108.92047643148,32.1154145951109,121.617314837983,6.43911500169205,13.5715149302489,145.393777719933,-5.68056355993094,35.6830164249265,-8.79703856049592,-43.639750682753,33.2127163282762,100.444850160907,56.2629802809283,-2.67043337597071,32.2285309323731,19.9109927937565,-0.22204383489515,122.52184641912,19.6042614948497,1.57345727731566,20.7828547853236,-25.7470094029851,34.7473139149068
"sample_491",228.978787093033,-26.2600267297906,-68.6148005544871,-45.3888832473356,12.0227325686505,-1.62596887661584,109.150384858988,-19.624244843515,85.5940629096738,58.5316708905238,-2.38537690547312,-10.7766003199549,74.988071463421,-108.689728659025,50.0049585796003,27.8352169953019,-43.2169936429081,9.64516870022127,-39.278861868314,13.0970646031322,20.3134308215897,38.0158836366558,0.937722797344369,-7.18005288074944,-92.1985030221264,-44.9278002620668,22.1874439661329,-40.3431512604812,-56.656298290327,66.5505749351822
"sample_611",131.806123732773,49.1813403730858,16.0777120072845,-20.9521897151885,-13.5147749165229,-146.428297648718,87.4509199451572,7.73683681543208,82.7096563922885,57.1652961216746,-91.5903441362284,96.3076106953473,83.9423686208839,16.4936431749307,22.4588662368635,-5.6302560421033,-116.698361918336,39.762120658493,15.4416762676791,24.509284851031,1.79892446116629,36.9891578145752,-5.2570491999046,-54.8118034394314,-34.0715355348916,-155.246209738023,75.9697491983248,-105.591399524827,-17.2054593816446,-32.6132086280251
"sample_161",146.709745326244,12.5859045779483,74.2175380689768,-70.4187487285602,-40.839562738743,-48.3363026064013,127.143095391464,-21.6831221212138,-11.2350045676119,51.4814972685804,-4.77820891215252,36.5288722582106,93.2005884411278,35.2680693978937,-52.1644738745804,-31.0340292055378,40.6592849703129,49.357539855253,95.8548774914431,45.7520060775691,104.197855054102,22.4762113203405,45.5871854867342,-152.646134239694,-33.1684786067362,-37.5270257115846,-4.09021683585369,2.82460731854082,-76.466228099269,-49.112753889208
"sample_91",113.028517052222,25.3656451286294,-25.995307792792,79.7118970574432,48.0319843732414,-34.2211727779473,21.3349297810013,3.46789941549166,8.16299708839442,38.8836488717786,-37.6656460882677,96.0280871479836,131.485870942545,15.7516723497048,-32.7416555102174,-2.58702789807624,-34.0550254282323,115.819732923414,53.1826465970138,30.1287421085436,19.9279589526959,14.0205223392204,60.6541464757316,22.5614831419303,-35.7042248211478,-137.503566350962,22.2262221359242,-36.1406062563548,2.35009798505795,-76.7837208990638
"sample_351",118.62988892646,104.462357334791,20.5711506842884,2.58044663962439,-18.4170197191783,-110.428663252687,72.7309745146459,7.27313324866195,-33.4501399447013,23.4388575846785,-58.0644456715164,-66.8141505082284,96.5426916501642,14.1337394440739,-24.5373451229121,51.4423793535492,-69.2226339013392,-118.828494064316,41.9626007724139,93.2589528179166,-2.36857794284228,8.05938413928221,-41.7759073628539,-28.2450230997456,-65.1519681384207,-21.2094484854959,-23.757886149642,-66.2968550558692,-68.143222850333,115.720593982562
"sample_508",114.119034014648,-39.6083485515843,-0.579301442307116,23.2051687448468,-16.2844929266434,-6.24729257634464,3.75549054781877,-23.2499874128733,-49.5125838364336,-7.90647057484126,-42.9851284461085,-24.6279042506913,162.982868399259,-14.0415054124918,-72.5705490677994,38.6813172358283,-29.9537946266756,-20.7702333158502,103.753469831691,-11.1741205639226,-19.906701335597,41.7379298113991,132.110679805826,-17.9071993308115,65.6101778036685,-56.9508687989455,23.3956126014894,-15.7636336895894,-101.199783449854,-34.2511293576477
"sample_68",21.8637756526873,58.1398212159469,66.9336851968406,5.31832893871609,3.76112928675202,-84.3068821788988,66.8486467299795,81.2669770029997,-55.1826342660677,-93.8507823918969,-27.369626932806,-9.940410637086,37.2103205533937,13.2059627148189,8.35962554260732,-3.36563459669089,28.7902161063608,-81.7257646385964,27.2257708602583,50.2093300490205,-56.1389215018053,-9.13456907283523,-13.5785343242417,-39.5077587718137,24.0399250206989,-89.8010811620005,40.1796983052728,38.6288011980567,-42.3430606271956,2.63774677424675
"sample_724",-9.15403084049754,80.8920128258767,16.3233978231041,56.59422944368,1.64701868489207,-170.684989371668,74.3824138644487,80.0453196663091,49.4504110185224,6.45463036916768,29.0973713468294,61.5991245681108,75.2088195893758,-36.2311064415134,-11.5087032545508,24.4364034854106,8.47100721292875,-13.749663806346,19.9834101127682,92.1715343819634,31.6860775513071,-35.8524676436372,49.4967771097713,-18.1081231819007,33.6461621024496,66.6135114304802,17.4399513001132,57.9281407952571,-89.3686807833469,-23.5448655154464
"sample_194",-75.8546993827923,18.6137877572306,-55.9310812064527,49.0385119010174,1.21983398453598,15.0155887264031,61.2658387124393,58.1196029196902,66.7467992580384,23.6099115528686,0.848691461748909,-16.7326415019255,84.4079550271662,-64.6692609149184,-39.1253278128033,-27.7185855737972,6.07119242694393,-130.76298248576,-34.4625957766655,55.3518610206223,22.2492552142733,-37.2111059082449,20.2164957602156,-23.9783562414608,-10.69622398728,-26.5155846205292,-11.1217565769253,33.5687881356908,-38.9497741825453,-19.2858163312577
"sample_304",13.6661649872616,3.13196038373313,23.1351252266951,-32.7744853859318,-134.416838364982,29.8645553595556,-12.8227019215218,-5.25128718369754,56.3053757473497,16.5903667917197,-11.5520694854606,54.2997209726231,32.8630523868792,-52.4224914279735,-2.49611548091415,-67.1899203989203,-110.572153538613,17.6114347536257,56.2137720422428,24.2586704754685,91.1858001714761,48.6320131276336,115.241354744947,54.5975680538978,15.4873667364992,-22.4107122645877,-66.6756884421297,-0.934539813839231,3.49211926119127,90.175572537308
"sample_815",123.770048322744,90.9829911028641,69.4970882992249,34.3116462189006,-5.13711250164234,-17.8228598678061,45.3702330598249,64.3428484801482,-2.0107448407878,49.5191402017948,-35.5373206144791,-98.9602171220361,220.34739998898,-9.80569842570451,-83.6845425369735,-22.1202020473512,35.5511994782747,-50.6241149084852,119.622747359876,75.5439472053345,-47.477238587153,5.32069157464941,-4.5292902638446,-36.6279104756594,-94.4903138684578,74.7266886095969,16.3610329313017,-61.0014469175727,-71.2651646704862,-14.3532885200469
"sample_795",74.952676029549,58.6472657055861,-63.724930522864,-35.2235325392186,-7.76955419857897,37.8458267206272,119.449624177097,114.227804959005,-62.9346047027849,18.9046048694596,-100.401929197456,84.516273029298,66.3914373250291,82.15780905102,72.3337914304951,38.6069042882431,-67.522991066627,-106.040050396553,-52.9079694256035,58.745910864797,71.0177409569999,-18.435366988933,-71.3496056518304,6.42889335770208,67.051834198023,48.8354713794131,10.3688868605736,17.0480284328166,4.43122038560794,-12.2730354180978
"sample_606",142.656518279437,62.7755671811677,-27.535059453826,1.32529830503559,23.5611143715444,34.495265754447,102.555001949702,74.0716549481431,-6.14630791532939,47.3375004796296,-88.7024804441651,-9.82430021043276,48.0356283013681,50.3235079165785,19.0579444630014,-11.1313001096068,-3.15752875620148,7.69212709534079,73.6053508044696,67.0397357860442,-67.3170782594389,64.5440259437366,57.1253740840339,-24.8537650820169,-111.127985869494,24.6390582450179,16.9514227520819,9.84485359618002,-39.1083535735258,75.289756378436
"sample_591",85.6381027403937,14.8075466104641,0.477679540184896,-57.6382886382219,101.358353583351,-74.8991016775305,-31.6774459487146,131.694079403082,16.9169927300046,42.5712744555847,-126.292363906695,-28.6111674579702,95.2499943641896,-17.7786245243921,-51.1331522310179,37.2460334607149,29.4035547818568,-71.3878153747321,67.3222189654057,31.937953079142,31.6209041771987,-78.6535469774359,18.1218868444385,-60.8057605299489,112.099026914177,-9.19181107983664,47.9173223082045,-28.6935423742508,35.634132748847,-36.6459083679747
"sample_701",52.5480990946333,-32.3164386700845,11.6598766470777,27.0163699792695,15.6438065581553,-35.3847897943629,56.3976588781496,62.7308170481274,44.2539268197975,76.6834365455368,-12.0606165025756,76.6586046916838,37.5062301097435,-50.7576854125752,49.1801627669456,-13.0797543696519,-55.0056334170799,3.43853128859623,68.1658202474381,-54.8564067103482,48.9233394658899,-34.8417469855704,-23.5199669475299,-8.48258398075709,148.641617250601,-33.9300126433535,56.2386937140658,-37.1555377887106,-69.4466963136855,-89.6573043939587
"sample_731",36.0103796210283,-49.9610856241847,-20.8486212712358,-57.3578253463978,7.31680714143883,-67.3083486385208,80.576808717831,88.8929711490757,62.88145310729,76.0550287877166,-20.2902532131347,88.342349186751,92.3107702889794,-82.7472791479171,-0.784201844162215,-37.8422037035997,-51.9857749029703,0.840271668203826,-47.7662500197522,29.3383654767102,-5.70453212434453,-73.9762953527255,-26.3597791200477,-143.097322110803,155.584122351652,-30.5692219822933,6.43883275999414,10.3558718348739,-64.5443559413951,-35.5371058283869
"sample_940",43.8856423309588,-47.722926260932,16.7918013922994,59.0646970539601,-14.2067405283028,-61.120096696405,-48.2649528957847,36.599388525566,89.5536421494949,57.6192220405926,-20.1629197322586,33.1901645901027,8.06567422373467,2.62633785943826,-15.1869703287052,-22.9732765173032,-43.5707760161334,-28.6035845843659,-75.5711598090438,16.8982424042159,43.3328675448151,7.2094288844197,33.8921494965052,-32.0422582319597,38.7878115647415,-157.78155586205,78.9899477484139,45.6756285849001,-3.03243765017806,-49.9175614842415
"sample_605",6.9848755511655,-25.2227421177723,20.8395814091372,-32.9878809724824,-4.57262624015608,-6.09337951216286,71.8476915704635,65.4989785937231,-2.72348918839565,-14.7081830111804,-19.6164210836806,-2.12022303815135,98.165895086481,28.3435712311266,-18.1963421720022,-62.7622832006721,60.9795981371442,26.9403667132933,-91.8048488813008,108.672640547117,27.3213145565857,17.5942265686914,107.685090330624,-35.8075346799962,-41.0664218916556,-57.3438203808742,85.2290762871125,19.385758326898,-65.7580255447401,-18.2178334107589
"sample_377",172.33268393741,-15.7863445156545,19.0313230771194,-38.9076239018516,1.63078393479334,-37.2867639103587,191.724090877163,-65.2864218186151,52.1486849688569,110.276141600193,-82.5049706081071,-48.8179201429588,140.319691136037,17.6557053053538,-2.0223868482428,30.5257369640379,-16.4693005440623,-10.7871827309311,41.6818190489424,-12.6279180740948,-19.5902961583528,35.3088827295334,-29.5693963263338,43.7221438475144,-93.6087574812642,19.1707302884187,40.9315590692076,23.729921401958,-44.0716565740593,88.3557655741157
"sample_29",101.503951580101,106.422063206372,19.7050915847743,0.65502582711752,24.9239530116114,-19.1647938637234,122.325164603353,66.0414061155496,-51.1431280916082,20.2636903035534,-17.0840221527805,12.8933361007227,92.7497770282725,-111.849325042083,45.8744923977878,-7.25675467879984,5.34572197979592,-30.3252274018885,27.063011446633,23.2897025952764,-76.4723889359813,4.9698523639852,40.9517410594362,-1.60815227790463,48.2993058397531,-64.192499793286,59.281526532196,51.1930263475133,-22.1071428114005,33.4015447896943
